Date,Open,High,Low,Close,Volume
2012-11-12,226.59,229.22,225.41,226.47,2129405.0
2012-11-13,225.1,227.9,224.71,226.6,2629797.0
2012-11-14,226.5,227.41,222.51,222.95,3034084.0
2012-11-15,222.3,225.16,218.18,220.6,3404622.0
2012-11-16,221.31,226.25,218.64,225.23,4353500.0
2012-11-19,228.32,232.5,227.45,229.71,3591621.0
2012-11-20,230.0,233.82,229.5,233.78,2772403.0
2012-11-21,233.84,238.67,232.75,238.03,2959294.0
2012-11-23,239.89,240.0,236.48,239.88,1776744.0
2012-11-26,240.33,244.32,238.0,243.62,4178797.0
2012-11-27,243.22,245.67,241.54,243.4,3048476.0
2012-11-28,242.45,247.23,241.5,247.11,2743396.0
2012-11-29,248.05,252.48,247.5,251.27,5313277.0
2012-11-30,250.38,252.65,248.27,252.05,3797416.0
2012-12-03,252.53,254.16,250.0,250.33,2990693.0
2012-12-04,250.13,253.0,248.66,252.49,3116172.0
2012-12-05,252.44,255.55,250.38,253.96,2852687.0
2012-12-06,253.0,255.17,251.51,253.37,3557822.0
2012-12-07,254.13,255.21,252.01,253.27,2170360.0
2012-12-10,253.1,254.78,247.3,247.77,3504707.0
2012-12-11,248.31,253.48,246.65,250.69,4184618.0
2012-12-12,251.07,254.36,250.06,251.76,2628123.0
2012-12-13,251.11,254.54,250.02,251.25,2461496.0
2012-12-14,250.11,251.9,247.79,249.19,2526988.0
2012-12-17,249.81,254.0,249.26,253.86,2276934.0
2012-12-18,254.57,263.11,254.57,260.4,4961011.0
2012-12-19,261.3,261.67,257.68,257.99,2300721.0
2012-12-20,258.32,262.41,256.54,261.5,2584595.0
2012-12-21,257.6,258.38,255.74,256.92,4704502.0
2012-12-24,257.3,259.5,256.96,258.62,986435.0
2012-12-26,257.15,257.42,248.04,248.63,4152742.0
2012-12-27,248.28,249.35,242.86,248.31,3640082.0
2012-12-28,245.85,247.44,245.05,245.18,1862498.0
2012-12-31,243.75,252.41,242.75,250.87,3418957.0
2013-01-02,256.04,258.1,253.26,257.31,3271079.0
2013-01-03,257.19,260.88,256.37,258.48,2751061.0
2013-01-04,257.58,259.8,256.65,259.15,1874711.0
2013-01-07,262.97,269.73,262.67,268.46,4910274.0
2013-01-08,267.07,268.98,263.57,266.38,3012056.0
2013-01-09,268.17,269.5,265.4,266.35,2265691.0
2013-01-10,268.54,268.74,262.3,265.34,2864598.0
2013-01-11,265.07,268.43,264.11,267.94,2413264.0
2013-01-14,268.0,274.26,267.54,272.73,4263807.0
2013-01-15,270.68,272.73,269.3,271.9,2327154.0
2013-01-16,270.53,271.24,267.83,268.93,2066092.0
2013-01-17,271.5,271.97,269.21,270.48,1884883.0
2013-01-18,270.89,274.5,269.6,272.12,2944198.0
2013-01-22,271.62,272.1,269.23,270.19,2138962.0
2013-01-23,270.57,271.09,266.65,268.11,2509597.0
2013-01-24,269.37,276.65,269.37,273.62,3414846.0
2013-01-25,275.0,284.72,274.4,283.99,4971234.0
2013-01-28,283.78,284.48,274.4,276.04,4321621.0
2013-01-29,275.35,275.46,258.35,260.35,10129193.0
2013-01-30,283.0,284.2,267.11,272.76,13078805.0
2013-01-31,271.04,275.94,263.7,265.5,6772592.0
2013-02-01,268.32,268.93,262.8,265.0,6115731.0
2013-02-04,262.78,264.68,259.07,259.98,3723793.0
2013-02-05,262.0,268.03,261.46,266.89,4013030.0
2013-02-06,265.16,266.89,261.11,262.22,2770506.0
2013-02-07,264.1,264.1,255.11,260.23,3976115.0
2013-02-08,261.4,265.25,260.55,261.95,3879178.0
2013-02-11,263.2,263.25,256.6,257.21,3403903.0
2013-02-12,259.19,260.16,257.0,258.7,2943615.0
2013-02-13,261.53,269.96,260.3,269.47,5295157.0
2013-02-14,267.41,270.65,265.4,269.24,3463180.0
2013-02-15,267.66,268.92,263.11,265.09,3980892.0
2013-02-19,265.91,270.11,264.5,269.75,2855002.0
2013-02-20,270.2,274.3,266.37,266.41,3530656.0
2013-02-21,265.12,269.48,263.25,265.94,3637395.0
2013-02-22,266.62,267.11,261.61,265.42,3124702.0
2013-02-25,266.94,268.69,259.65,259.87,3032509.0
2013-02-26,260.89,262.04,255.73,259.36,3348560.0
2013-02-27,259.4,265.83,256.86,263.25,2908010.0
2013-02-28,261.81,267.0,260.63,264.27,2667349.0
2013-03-01,263.27,266.6,261.04,265.74,2956964.0
2013-03-04,265.36,273.3,264.14,273.11,3454394.0
2013-03-05,274.0,276.68,269.99,275.59,3687183.0
2013-03-06,275.76,276.49,271.83,273.79,2050652.0
2013-03-07,274.1,274.8,271.85,273.88,1938987.0
2013-03-08,275.0,275.44,271.5,274.19,1880017.0
2013-03-11,273.43,273.99,270.4,271.24,1905076.0
2013-03-12,271.0,277.4,270.36,274.13,3246856.0
2013-03-13,275.35,276.5,272.64,275.1,1884200.0
2013-03-14,269.67,270.0,263.53,265.74,5227305.0
2013-03-15,264.98,267.26,260.05,261.82,4866472.0
2013-03-18,259.3,261.49,257.12,257.89,2721496.0
2013-03-19,258.4,259.5,252.62,256.41,3739566.0
2013-03-20,258.05,259.76,254.55,257.28,2738970.0
2013-03-21,256.09,257.0,252.68,253.39,2806446.0
2013-03-22,254.55,257.77,252.07,257.75,3126299.0
2013-03-25,258.52,259.43,254.5,256.02,2515058.0
2013-03-26,257.05,261.48,256.28,260.31,2421160.0
2013-03-27,258.66,265.93,257.9,265.3,2874924.0
2013-03-28,265.82,267.38,264.06,266.49,2473857.0
2013-04-01,266.98,267.4,261.01,261.61,2524825.0
2013-04-02,262.4,265.89,260.55,263.32,2631038.0
2013-04-03,262.12,263.67,257.75,259.03,2413784.0
2013-04-04,259.23,260.41,256.12,259.08,1964377.0
2013-04-05,255.72,256.18,253.67,255.48,2557557.0
2013-04-08,255.92,259.68,255.63,258.95,2296023.0
2013-04-09,258.85,262.61,257.0,261.14,2157107.0
2013-04-10,261.78,265.98,259.32,264.77,2322407.0
2013-04-11,264.74,270.97,264.74,269.85,3090466.0
2013-04-12,270.12,273.27,267.02,272.87,2868165.0
2013-04-15,271.08,275.12,267.1,267.72,3325919.0
2013-04-16,269.31,272.8,268.06,272.34,2137118.0
2013-04-17,270.8,270.85,264.25,267.4,3135091.0
2013-04-18,266.77,266.99,256.6,259.42,3137551.0
2013-04-19,258.16,262.88,257.5,260.32,2602670.0
2013-04-22,259.35,264.6,258.03,263.55,2119071.0
2013-04-23,264.5,269.87,264.5,268.9,2271594.0
2013-04-24,269.5,271.47,266.81,268.78,1854821.0
2013-04-25,271.76,275.8,270.5,274.7,6100250.0
2013-04-26,269.97,272.02,252.81,254.81,14031227.0
2013-04-29,254.9,257.01,249.15,249.74,7118558.0
2013-04-30,249.37,254.68,248.56,253.81,4248890.0
2013-05-01,253.9,254.2,245.75,248.23,4391802.0
2013-05-02,248.94,252.93,245.78,252.55,3936070.0
2013-05-03,256.08,259.25,254.7,258.05,3514574.0
2013-05-06,258.09,259.5,253.42,255.72,2348369.0
2013-05-07,256.31,259.74,252.91,257.73,3133969.0
2013-05-08,256.87,260.3,255.33,258.68,2676986.0
2013-05-09,258.73,263.55,256.88,260.16,2769255.0
2013-05-10,260.88,263.65,260.21,263.63,3145219.0
2013-05-13,262.77,265.88,262.0,264.51,2149498.0
2013-05-14,264.5,269.4,264.03,268.33,2700374.0
2013-05-15,267.07,269.05,264.56,266.56,2720489.0
2013-05-16,265.96,268.43,263.85,264.12,1643468.0
2013-05-17,265.83,269.98,265.0,269.9,2527271.0
2013-05-20,269.0,271.79,266.5,267.63,2208934.0
2013-05-21,268.74,270.77,267.66,268.86,1741466.0
2013-05-22,267.39,267.59,260.8,262.96,3332597.0
2013-05-23,260.49,263.17,259.59,261.8,2007811.0
2013-05-24,259.85,261.93,258.34,261.74,1696290.0
2013-05-28,266.48,271.1,266.0,267.29,3470996.0
2013-05-29,265.46,268.25,264.84,265.53,1903490.0
2013-05-30,265.71,268.57,265.61,266.83,1667469.0
2013-05-31,266.0,271.91,265.94,269.2,3374389.0
2013-06-03,268.96,269.11,262.95,266.88,2544780.0
2013-06-04,267.0,268.88,263.02,265.7,2088372.0
2013-06-05,265.81,271.66,265.02,267.17,3512355.0
2013-06-06,267.75,270.5,264.21,267.83,2476268.0
2013-06-07,269.74,280.1,269.13,276.87,4632539.0
2013-06-10,276.68,282.47,275.24,281.07,3086555.0
2013-06-11,276.0,278.41,274.24,274.78,3097745.0
2013-06-12,276.6,276.8,270.45,271.67,2238283.0
2013-06-13,271.5,276.8,270.29,275.79,2651415.0
2013-06-14,275.0,277.07,273.44,273.99,2150743.0
2013-06-17,276.35,280.2,275.65,278.06,2885580.0
2013-06-18,279.08,282.91,278.11,281.76,2146455.0
2013-06-19,281.26,283.34,277.87,278.16,2827458.0
2013-06-20,275.14,278.6,272.39,273.44,2984673.0
2013-06-21,274.57,275.84,269.79,273.36,4202058.0
2013-06-24,271.29,273.16,265.0,270.61,3864968.0
2013-06-25,272.3,273.47,269.0,272.09,2449610.0
2013-06-26,273.98,277.98,273.5,277.57,3029416.0
2013-06-27,279.18,280.2,274.54,277.55,2520422.0
2013-06-28,276.19,279.83,276.19,277.69,3193262.0
2013-07-01,279.0,283.29,277.16,282.1,2889165.0
2013-07-02,281.04,286.58,280.59,283.73,3238218.0
2013-07-03,282.49,285.4,282.0,284.03,1380205.0
2013-07-05,285.0,286.38,282.07,285.88,1985473.0
2013-07-08,286.42,291.67,286.14,290.59,3047097.0
2013-07-09,291.0,292.57,288.01,291.53,2774816.0
2013-07-10,291.41,293.34,289.4,292.33,1828422.0
2013-07-11,294.99,300.69,292.1,299.66,4007401.0
2013-07-12,298.69,307.55,298.5,307.55,4540808.0
2013-07-15,307.27,307.99,304.35,306.57,2245587.0
2013-07-16,307.3,309.39,305.51,306.87,2660220.0
2013-07-17,306.97,308.8,305.69,308.69,2030031.0
2013-07-18,306.27,306.34,301.87,304.11,3064259.0
2013-07-19,304.39,305.79,301.91,305.23,2973041.0
2013-07-22,309.25,309.25,302.0,303.48,2520663.0
2013-07-23,303.16,305.06,300.56,301.06,1999524.0
2013-07-24,303.02,303.84,298.04,298.94,2001737.0
2013-07-25,299.0,304.5,296.75,303.4,5474341.0
2013-07-26,299.55,313.62,295.55,312.01,8818273.0
2013-07-29,311.07,313.0,305.9,306.1,3213015.0
2013-07-30,307.72,309.78,301.57,302.41,3053775.0
2013-07-31,303.91,305.15,301.0,301.22,1891314.0
2013-08-01,303.08,306.21,298.9,305.57,2970920.0
2013-08-02,304.63,305.33,301.5,304.21,2508146.0
2013-08-05,303.4,303.62,298.3,300.99,2233158.0
2013-08-06,300.51,301.36,297.52,300.75,1848951.0
2013-08-07,300.15,300.99,296.15,296.91,1963110.0
2013-08-08,298.52,298.52,292.55,295.74,2344280.0
2013-08-09,295.68,299.27,294.3,297.26,1950386.0
2013-08-12,295.79,299.08,295.26,296.69,1504525.0
2013-08-13,295.88,296.37,290.67,293.97,2350502.0
2013-08-14,294.29,294.29,290.54,291.34,1415276.0
2013-08-15,288.82,289.3,285.15,286.47,2261393.0
2013-08-16,286.55,288.33,284.5,284.82,2422856.0
2013-08-19,285.19,289.56,283.48,285.57,2477429.0
2013-08-20,285.88,289.52,285.74,287.09,1586060.0
2013-08-21,285.09,288.5,283.83,284.57,1815346.0
2013-08-22,284.8,289.87,284.8,289.73,1422672.0
2013-08-23,291.21,291.5,287.9,290.01,1967985.0
2013-08-26,290.43,291.05,285.62,286.21,1717913.0
2013-08-27,283.87,285.28,279.74,280.93,2475891.0
2013-08-28,280.07,283.0,279.33,281.58,1457461.0
2013-08-29,281.45,285.98,280.0,283.98,1566414.0
2013-08-30,284.59,284.87,280.0,280.98,1534606.0
2013-09-03,284.73,291.39,284.17,288.8,2898422.0
2013-09-04,288.33,295.23,287.58,293.64,2439351.0
2013-09-05,293.63,297.0,292.71,294.1,1819790.0
2013-09-06,295.33,298.88,290.8,295.86,2291973.0
2013-09-09,297.22,299.96,296.6,299.71,1646144.0
2013-09-10,300.86,301.0,297.22,300.36,1779887.0
2013-09-11,298.91,301.86,297.84,299.64,1743950.0
2013-09-12,299.39,302.0,297.66,298.86,1606193.0
2013-09-13,300.14,300.22,296.2,297.92,1350645.0
2013-09-16,299.82,301.0,295.26,296.06,1818071.0
2013-09-17,297.63,304.65,296.01,304.17,2297156.0
2013-09-18,304.06,312.74,302.91,312.03,2946338.0
2013-09-19,313.77,314.54,311.04,312.06,2350946.0
2013-09-20,312.54,320.57,312.41,316.34,5305603.0
2013-09-23,314.18,315.9,308.77,311.49,1884997.0
2013-09-24,312.43,318.08,311.28,314.13,2011481.0
2013-09-25,314.53,316.71,310.75,312.65,2008700.0
2013-09-26,313.9,319.37,313.26,318.12,1990700.0
2013-09-27,316.92,317.21,313.35,316.01,1657900.0
2013-09-30,313.41,315.31,311.06,312.64,1625300.0
2013-10-01,314.22,321.0,313.65,320.95,2398300.0
2013-10-02,318.04,321.73,317.52,320.51,2218300.0
2013-10-03,320.39,322.92,313.02,314.76,2679340.0
2013-10-04,315.74,319.2,312.62,319.04,1814900.0
2013-10-07,315.24,315.34,309.74,310.03,2084850.0
2013-10-08,311.5,311.55,300.27,303.23,3170073.0
2013-10-09,303.42,303.5,296.5,298.23,3251612.0
2013-10-10,304.65,306.7,302.59,305.17,2556190.0
2013-10-11,304.77,310.93,303.84,310.89,2162268.0
2013-10-14,309.22,311.64,307.0,310.7,1938900.0
2013-10-15,309.92,310.79,305.26,306.4,2261100.0
2013-10-16,308.38,310.8,305.55,310.49,2178262.0
2013-10-17,307.0,311.0,305.24,310.77,2645160.0
2013-10-18,319.39,331.89,316.75,328.93,5969400.0
2013-10-21,329.89,330.0,323.8,326.44,2525777.0
2013-10-22,327.72,337.11,325.68,332.54,3941628.0
2013-10-23,330.84,331.72,324.06,326.76,2816776.0
2013-10-24,329.64,332.65,326.75,332.21,5832056.0
2013-10-25,358.6,368.4,352.62,363.39,12039315.0
2013-10-28,359.92,362.75,357.2,358.16,3635186.0
2013-10-29,358.96,362.89,356.29,362.7,2190674.0
2013-10-30,362.61,365.0,358.65,361.08,4504134.0
2013-10-31,361.89,366.0,359.0,364.03,2466937.0
2013-11-01,365.14,365.77,356.1,359.0,3332100.0
2013-11-04,360.12,361.0,354.4,358.74,1940496.0
2013-11-05,356.78,360.17,354.84,358.89,2007000.0
2013-11-06,360.45,362.87,354.5,356.18,2287377.0
2013-11-07,355.86,357.9,341.88,343.56,4249496.0
2013-11-08,345.95,351.05,344.04,350.31,2649912.0
2013-11-11,350.59,355.37,348.06,354.38,2262069.0
2013-11-12,352.99,355.48,347.28,349.53,2343800.0
2013-11-13,347.4,356.22,345.68,356.22,2774336.0
2013-11-14,357.39,368.94,356.43,367.4,4163658.0
2013-11-15,367.63,372.9,365.55,369.17,4492700.0
2013-11-18,370.62,373.49,364.67,366.18,2738200.0
2013-11-19,365.82,368.78,362.5,364.94,1902847.0
2013-11-20,367.56,367.56,360.45,362.57,1772325.0
2013-11-21,364.01,369.25,363.3,368.92,1965600.0
2013-11-22,370.0,374.5,366.31,372.31,2967224.0
2013-11-25,373.82,377.79,373.18,376.64,2972200.0
2013-11-26,377.61,382.5,374.82,381.37,2730498.0
2013-11-27,383.5,387.0,382.61,386.71,2269000.0
2013-11-29,389.1,394.1,388.62,393.62,2405985.0
2013-12-02,399.0,399.0,389.1,392.3,4714800.0
2013-12-03,390.11,390.95,383.1,384.66,3703940.0
2013-12-04,383.26,389.69,381.49,385.96,2355700.0
2013-12-05,386.15,386.65,381.37,384.49,1906400.0
2013-12-06,388.35,388.35,383.83,386.95,1986731.0
2013-12-09,388.19,388.21,382.57,384.89,2764148.0
2013-12-10,383.74,389.06,383.02,387.78,2739832.0
2013-12-11,387.71,388.98,382.0,382.19,2449615.0
2013-12-12,381.26,385.0,379.5,381.25,2123426.0
2013-12-13,385.32,389.42,383.8,384.24,3024954.0
2013-12-16,385.03,391.7,385.0,388.97,2256868.0
2013-12-17,391.0,391.36,386.5,387.65,2347335.0
2013-12-18,389.23,396.3,383.1,395.96,3491201.0
2013-12-19,394.27,397.29,392.6,395.19,2429098.0
2013-12-20,396.55,404.72,395.78,402.2,5037682.0
2013-12-23,403.69,405.0,399.2,402.92,2659505.0
2013-12-24,402.52,403.72,396.37,399.2,1380373.0
2013-12-26,401.79,404.52,396.81,404.39,1869140.0
2013-12-27,404.65,405.63,396.25,398.08,1987106.0
2013-12-30,399.41,399.92,392.45,393.37,2486905.0
2013-12-31,394.58,398.83,393.8,398.79,1996507.0
2014-01-02,398.8,399.36,394.02,397.97,2140046.0
2014-01-03,398.29,402.71,396.22,396.44,2212891.0
2014-01-06,395.85,397.0,388.42,393.63,3172058.0
2014-01-07,395.04,398.47,394.29,398.03,1916210.0
2014-01-08,398.47,403.0,396.04,401.92,2316680.0
2014-01-09,403.71,406.89,398.44,401.01,2103505.0
2014-01-10,402.53,403.76,393.8,397.66,2679618.0
2014-01-13,397.98,399.78,388.45,390.98,2845556.0
2014-01-14,392.13,398.63,391.29,397.54,2340147.0
2014-01-15,398.94,399.31,392.53,395.87,2678555.0
2014-01-16,393.68,399.29,389.41,395.8,2602111.0
2014-01-17,394.26,403.49,393.66,399.61,4508341.0
2014-01-21,402.81,407.8,401.6,407.05,3122240.0
2014-01-22,408.0,408.06,402.0,404.54,2068166.0
2014-01-23,401.0,406.17,397.79,399.87,3025785.0
2014-01-24,398.16,400.2,387.27,387.6,4507597.0
2014-01-27,390.5,394.1,380.49,386.28,3942642.0
2014-01-28,387.4,394.74,387.12,394.43,2896827.0
2014-01-29,392.16,392.85,383.24,384.2,3388959.0
2014-01-30,393.77,406.25,387.7,403.01,10794857.0
2014-01-31,372.2,375.45,357.76,358.69,16173786.0
2014-02-03,358.94,360.85,340.1,346.15,10286809.0
2014-02-04,349.52,354.0,344.02,347.95,4819605.0
2014-02-05,345.79,349.37,337.73,346.45,4437777.0
2014-02-06,347.93,354.82,347.4,354.59,3340099.0
2014-02-07,358.98,361.8,352.49,361.08,4346552.0
2014-02-10,361.61,365.0,359.35,360.87,3449710.0
2014-02-11,361.84,363.61,356.25,361.79,3224351.0
2014-02-12,356.43,357.75,346.32,349.25,6594798.0
2014-02-13,347.7,357.2,346.5,357.2,4180370.0
2014-02-14,359.34,359.34,353.35,357.35,3524262.0
2014-02-18,355.28,355.73,349.45,353.65,4999925.0
2014-02-19,352.64,354.54,346.1,347.38,4174567.0
2014-02-20,348.8,350.46,344.38,349.8,3495714.0
2014-02-21,352.44,354.14,346.75,346.76,4211362.0
2014-02-24,345.19,353.0,343.29,351.78,3646518.0
2014-02-25,353.0,361.08,351.58,358.32,3745944.0
2014-02-26,360.0,364.75,357.17,359.8,3622445.0
2014-02-27,357.22,360.59,355.5,360.13,3104963.0
2014-02-28,360.28,365.86,357.08,362.1,3884264.0
2014-03-03,358.73,360.96,354.48,359.78,2803137.0
2014-03-04,363.9,365.68,362.46,363.9,2706728.0
2014-03-05,364.13,372.73,363.9,372.37,3853966.0
2014-03-06,374.05,375.33,368.9,372.16,2926978.0
2014-03-07,374.75,374.99,369.53,372.06,2279987.0
2014-03-10,372.69,372.73,367.0,370.53,2107820.0
2014-03-11,370.99,372.8,367.28,368.82,2248019.0
2014-03-12,367.1,371.16,363.61,370.64,2219663.0
2014-03-13,376.62,383.11,368.08,371.51,6829046.0
2014-03-14,372.8,378.57,371.55,373.74,4402220.0
2014-03-17,375.72,378.85,374.88,375.04,2306821.0
2014-03-18,377.32,379.0,375.0,378.77,2483508.0
2014-03-19,378.77,379.0,369.42,373.23,2645894.0
2014-03-20,370.64,373.0,366.22,368.97,2558460.0
2014-03-21,371.0,372.84,358.4,360.62,5417935.0
2014-03-24,360.61,361.5,348.6,351.85,4879628.0
2014-03-25,354.03,358.97,348.84,354.71,4455640.0
2014-03-26,357.13,357.6,343.4,343.41,4120600.0
2014-03-27,343.15,344.0,330.88,338.47,5770462.0
2014-03-28,340.05,347.0,336.08,338.29,3986782.0
2014-03-31,342.4,346.29,334.06,336.36,4294523.0
2014-04-01,338.09,344.43,338.0,342.99,3602614.0
2014-04-02,345.99,348.3,340.38,341.96,4471377.0
2014-04-03,341.82,342.5,328.46,333.62,6398347.0
2014-04-04,335.15,335.44,315.61,323.0,12532453.0
2014-04-07,320.99,324.94,313.13,317.76,7067884.0
2014-04-08,321.88,328.0,318.44,327.07,6584767.0
2014-04-09,328.49,332.18,322.5,331.8,5058012.0
2014-04-10,330.6,331.0,316.5,317.11,6131034.0
2014-04-11,314.0,316.5,309.5,311.73,7289038.0
2014-04-14,317.42,320.48,311.28,315.91,4293483.0
2014-04-15,316.65,318.28,305.5,316.08,5398783.0
2014-04-16,321.2,324.0,314.71,323.68,4285055.0
2014-04-17,319.76,328.66,319.76,324.91,4299281.0
2014-04-21,323.9,331.15,322.31,330.87,2999670.0
2014-04-22,332.0,337.5,328.94,329.32,3711853.0
2014-04-23,333.01,333.13,323.39,324.58,3601053.0
2014-04-24,329.98,337.4,322.95,337.15,9269341.0
2014-04-25,316.25,316.49,302.71,303.83,16183333.0
2014-04-28,304.0,304.39,288.0,296.58,14479356.0
2014-04-29,296.44,301.84,290.45,300.38,6509686.0
2014-04-30,299.44,304.56,298.1,304.13,4088723.0
2014-05-01,304.13,310.48,304.0,307.89,4328960.0
2014-05-02,310.48,313.29,304.31,308.01,3995109.0
2014-05-05,306.37,310.23,305.0,310.05,2520112.0
2014-05-06,309.53,309.81,297.04,297.38,4681541.0
2014-05-07,295.56,296.4,286.68,292.71,7015342.0
2014-05-08,290.82,295.88,287.23,288.32,3848376.0
2014-05-09,290.57,293.68,284.38,292.24,4061653.0
2014-05-12,294.3,303.34,294.16,302.86,3734343.0
2014-05-13,302.61,305.6,300.75,304.64,3508393.0
2014-05-14,302.5,304.64,296.66,297.62,3327769.0
2014-05-15,298.02,299.2,290.38,295.19,4298378.0
2014-05-16,292.8,298.88,291.55,297.7,3636898.0
2014-05-19,295.76,299.0,293.81,296.76,2285284.0
2014-05-20,297.1,304.46,296.75,301.19,4095943.0
2014-05-21,302.21,305.96,301.52,305.01,3408843.0
2014-05-22,305.05,308.54,303.01,304.91,2576808.0
2014-05-23,305.46,312.35,304.9,312.24,3055712.0
2014-05-27,314.62,314.63,307.38,310.82,4862389.0
2014-05-28,309.5,313.82,307.42,310.16,2726115.0
2014-05-29,310.45,314.87,310.2,313.78,2365619.0
2014-05-30,314.43,314.65,307.57,312.55,4260102.0
2014-06-02,312.59,312.6,307.0,308.84,2205609.0
2014-06-03,305.75,307.92,305.07,307.19,2379273.0
2014-06-04,306.85,309.5,303.84,306.78,2110870.0
2014-06-05,308.25,327.94,306.9,323.57,7802715.0
2014-06-06,325.0,330.88,324.93,329.67,5246010.0
2014-06-09,331.57,333.0,325.65,327.5,3207989.0
2014-06-10,327.65,335.5,327.5,332.41,3668445.0
2014-06-11,336.0,340.72,333.88,335.2,4438294.0
2014-06-12,335.55,335.55,324.66,325.91,4271294.0
2014-06-13,327.05,329.3,323.53,326.27,2766899.0
2014-06-16,324.86,328.69,323.52,327.62,2449843.0
2014-06-17,327.56,331.34,325.23,325.62,2922958.0
2014-06-18,328.0,335.75,325.0,334.38,6405030.0
2014-06-19,335.5,338.9,325.98,327.0,5320964.0
2014-06-20,328.0,328.22,320.42,324.2,6055695.0
2014-06-23,323.33,327.55,321.41,327.24,2608248.0
2014-06-24,327.54,329.73,322.74,324.16,2627311.0
2014-06-25,323.61,328.15,321.74,327.44,2327843.0
2014-06-26,328.49,328.65,322.13,325.69,2699588.0
2014-06-27,326.27,326.52,323.27,324.57,2416246.0
2014-06-30,324.98,326.98,322.24,324.78,2671987.0
2014-07-01,325.86,333.2,325.1,332.39,3177471.0
2014-07-02,333.2,336.76,331.66,332.85,2681500.0
2014-07-03,334.83,338.3,333.08,337.49,1944300.0
2014-07-07,337.49,337.55,332.52,333.55,2129938.0
2014-07-08,333.0,333.74,321.4,323.81,4274607.0
2014-07-09,324.71,330.2,323.15,329.97,3166433.0
2014-07-10,324.34,329.98,322.65,327.92,2665003.0
2014-07-11,334.71,347.0,334.71,346.2,8308164.0
2014-07-14,347.03,355.77,345.36,355.32,5615176.0
2014-07-15,353.72,355.59,349.4,354.44,4176704.0
